"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","LastViewedDate","LastReferencedDate","ACV__c","Account__c","Contact__c","ContractUpdate__c","Description__c","Event__c","ExpectedCloseDate__c","ExpectedDuration__c","HearingStatus__c","LostDate__c","LostReason__c","MRR__c","NextActivityDate__c","NextStep__c","Pricebook2__c","ProposalStatus__c","SourceChannel__c","StageName__c","StandardCloseDate__c","StandardProbability__c","StandardStartDate__c","StartDate__c","ARR__c","ExpectedRevenue__c","IsClosed__c","IsWon__c","AccountCount__c","PlanCategory__c","ProductCategory__c","CsStage__c","ContractStartMonth__c"
"a08RB00001Z1G6iYAF","005d5000005X5qEAAS","false","大京穴吹不動産株式会社","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","1122000.0","001RB00001VTrUmYAL","","月","","","","12.0","","","","93500.0","","","","","","ValueProposition","","50.0","","","1122000.0","561000.0","false","false","1.0","Enterprise","knock knock AI","",""
"a08RB00001Z1G6jYAF","005d5000005X5qEAAS","false","信和不動産株式会社 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","2450000.0","001RB00001VTrGoYAL","","月","","","2026-06-01","12.0","","","","175000.0","","","","","","Negotiation","","80.0","","","2100000.0","1680000.0","false","false","7.0","Enterprise","Rendery","",""
"a08RB00001Z1G6kYAF","005d5000005X5qEAAS","false","株式会社ひなたや の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","105600.0","001RB00001VTrGqYAL","003RB00001NsVomYAF","月","","","","12.0","","","","8800.0","","","","","","Closed Lost","","","","","105600.0","0.0","true","false","1.0","Pro","Rendery","",""
"a08RB00001Z1G6lYAF","005d5000005X5qEAAS","false","株式会社キムラタン の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","7000.0","001RB00001VTrUQYA1","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2026-01-05","100.0","","","0.0","0.0","true","true","2.0","","knock knock AI","",""
"a08RB00001Z1G6mYAF","005d5000005X5qEAAS","false","大東建託株式会社 設計センター","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-31T07:30:19.000Z","005RB00000YoJyLYAV","2026-07-31T07:30:19.000Z","","","","","001RB00001VTruMYAT","003RB00001NsM8HYAV","月","","","2026-07-22","12.0","","","","75000.0","2026-04-21","","","","","ValueProposition","","50.0","","2026-08-17","900000.0","450000.0","false","false","5.0","Enterprise","Rendery","","2026/08"
"a08RB00001Z1G6nYAF","005d5000005X5qEAAS","false","前田建設工業株式会社","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-28T01:24:06.000Z","005d5000005X5qEAAS","2026-07-28T01:24:06.000Z","","","","900000.0","001RB00001VTrvVYAT","003RB00001NsLcHYAV","月","","","","12.0","","","","75000.0","","","","","","Closed Won","2026-01-15","100.0","","","900000.0","900000.0","true","true","5.0","Enterprise","Rendery","S1",""
"a08RB00001Z1G6oYAF","005d5000005X5qEAAS","false","（株）えん道エステート の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","2026-07-19T03:54:16.000Z","2026-07-19T03:54:16.000Z","0.0","001RB00001VTqmIYAT","003RB00001NsWwQYAV","月","","","","12.0","","","","0.0","","","","","","Qualification","","20.0","","","0.0","0.0","false","false","","","knock knock AI","",""
"a08RB00001Z1G6pYAF","005d5000005X5qEAAS","true","柏井建設 株式会社","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-08-10T02:52:23.000Z","005RB00000eezKIYAY","2026-08-10T02:52:23.000Z","","","","900000.0","001RB00001VTrI5YAL","","月","","","2026-03-05","12.0","","","","75000.0","","","","","","Closed Won","2026-03-05","100.0","","","900000.0","900000.0","true","true","5.0","Enterprise","Rendery","S1",""
"a08RB00001Z1G6qYAF","005d5000005X5qEAAS","false","株式会社エディオン","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","0.0","001RB00001VTrURYA1","","月","","","","12.0","","2026-02-13","Timing mismatch","0.0","","","","","","Closed Lost","2026-02-13","","","","0.0","0.0","true","false","","","Rendery","",""
"a08RB00001Z1G6rYAF","005d5000005X5qEAAS","false","株式会社 トーケン","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","1056000.0","001RB00001VTrHrYAL","003RB00001NsLbNYAV","月","","","2026-03-01","12.0","","","","88000.0","","","","","","Closed Won","2026-02-27","100.0","","","1056000.0","1056000.0","true","true","10.0","Pro","Rendery","",""
"a08RB00001Z1G6sYAF","005d5000005X5qEAAS","false","株式会社紀伊國屋書店","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","480000.0","001RB00001VTrUSYA1","","月","","","2026-03-17","12.0","","","","40000.0","2026-01-27","","","","","Closed Won","2026-03-17","100.0","","","480000.0","480000.0","true","true","5.0","Pro","Rendery","",""
"a08RB00001Z1G6tYAF","005d5000005X5qEAAS","false","ヤマハ株式会社","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","0.0","001RB00001VTrPrYAL","","月","","","","12.0","","","","0.0","","","","","","Closed Lost","","","","","0.0","0.0","true","false","","","Rendery","",""
"a08RB00001Z1G6uYAF","005d5000005X5qEAAS","false","コンチネンタルホーム株式会社","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-16T05:07:34.000Z","005RB00000eIlkbYAC","2026-07-16T05:07:34.000Z","","2026-07-24T11:30:21.000Z","2026-07-24T11:30:21.000Z","316800.0","001RB00001VTqgHYAT","","月","","","","12.0","","","","40000.0","","","","","","Closed Won","","100.0","","2026-07-01","480000.0","480000.0","true","true","","","","","2026/07"
"a08RB00001Z1G6vYAF","005d5000005X5qEAAS","false","京王建設株式会社 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","0.0","001RB00001VTrUTYA1","003RB00001NsLbQYAV","月","","","","12.0","","","","0.0","","","","","","Prospecting","","10.0","","","0.0","0.0","false","false","","","Rendery","",""
"a08RB00001Z1G6wYAF","005d5000005X5qEAAS","false","テスト","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","0.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-12-25","100.0","","","0.0","0.0","true","true","","","Rendery","",""
"a08RB00001Z1G6xYAF","005d5000005X5qEAAS","false","株式会社アールシーコア","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-08-10T02:49:11.000Z","005RB00000eezKIYAY","2026-08-10T02:49:11.000Z","","","","3350000.0","","","月","","","","12.0","","","","250000.0","","","","","","Closed Won","2026-01-16","100.0","","2026-05-01","3000000.0","3000000.0","true","true","12.0","Enterprise","Rendery","S3","2026/05"
"a08RB00001Z1G6yYAF","005d5000005X5qEAAS","false","株式会社REデザイン の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","361200.0","","","月","","","2026-09-01","12.0","","","","17600.0","","","","","","ValueProposition","","50.0","","","211200.0","105600.0","false","false","3.0","Pro","Rendery","",""
"a08RB00001Z1G6zYAF","005d5000005X5qEAAS","false","株式会社長谷工コーポレーション","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","900000.0","","","月","","","","12.0","","","","75000.0","","","","","","Closed Lost","","","","","900000.0","0.0","true","false","5.0","Enterprise","Rendery","",""
"a08RB00001Z1G70YAF","005d5000005X5qEAAS","false","ナックハウスパートナー 株式会社","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","356400.0","","","月","","","","12.0","","","","29700.0","","","","","","Prospecting","","10.0","","","356400.0","35640.0","false","false","3.0","Basic","knock knock AI","",""
"a08RB00001Z1G71YAF","005d5000005X5qEAAS","false","ジェイアール東海コンサルタンツ株式会社 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","0.0","","","月","","","2026-03-30","12.0","","","","0.0","","","","","","Qualification","","20.0","","","0.0","0.0","false","false","","","Rendery","",""
"a08RB00001Z1G72YAF","005d5000005X5qEAAS","false","Metricon株式会社","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","2026-07-28T01:26:16.000Z","2026-07-28T01:26:16.000Z","0.0","","","月","","","","12.0","","","","0.0","","","","","","Qualification","","20.0","","","0.0","0.0","false","false","","","受託開発","",""
"a08RB00001Z1G73YAF","005d5000005X5qEAAS","false","阪急阪神不動産","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-22T12:07:35.000Z","005RB00000YoJyLYAV","2026-07-22T12:07:35.000Z","","","","1360000.0","001RB00001VTrUXYA1","003RB00001NsLbkYAF","月","","","2026-08-31","12.0","初回打合せ完了","","","180000.0","","","","トライアル中","Event","Negotiation","","80.0","2026-04-22","2026-09-01","2160000.0","1728000.0","false","false","10.0","Enterprise","Rendery","","2026/09"
"a08RB00001Z1G74YAF","005d5000005X5qEAAS","false","エスコンリビングサービス取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","3500.0","","","月","","","","12.0","","","","0.0","","","","","","ValueProposition","","50.0","","","0.0","0.0","false","false","1.0","","knock knock AI","",""
"a08RB00001Z1G75YAF","005d5000005X5qEAAS","false","YKK AP 株式会社","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","1800000.0","","","月","","","2026-05-01","12.0","","","","150000.0","2026-04-15","","","","","Closed Lost","","","","","1800000.0","0.0","true","false","10.0","Enterprise","Rendery","",""
"a08RB00001Z1G76YAF","005d5000005X5qEAAS","false","くらし研究室の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","0.0","","","月","","","","12.0","","","","0.0","","","","","","Prospecting","","10.0","","","0.0","0.0","false","false","","","Rendery","",""
"a08RB00001Z1G77YAF","005d5000005X5qEAAS","false","株式会社大伸社ディライト の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","211200.0","","","月","","","2026-04-01","12.0","","","","17600.0","","","","","","Negotiation","","80.0","","","211200.0","168960.0","false","false","2.0","Pro","Rendery","",""
"a08RB00001Z1G78YAF","005d5000005X5qEAAS","false","株式会社 えん道エステート","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","0.0","","","月","","","","12.0","","2026-03-16","Needs mismatch","0.0","","","","","","Closed Lost","2026-03-16","","","","0.0","0.0","true","false","","","knock knock AI","",""
"a08RB00001Z1G79YAF","005d5000005X5qEAAS","false","京王建設株式会社","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","0.0","","","月","","","","12.0","","","","0.0","","","","","","Prospecting","","10.0","","","0.0","0.0","false","false","","","Rendery","",""
"a08RB00001Z1G7AYAV","005d5000005X5qEAAS","false","個人 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-06-21T16:02:53.000Z","","","","0.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-07-07","100.0","","","0.0","0.0","true","true","","","","",""
"a08RB00001Z1G7BYAV","005d5000005X5qEAAS","false","公益財団法人・NPO等RIM系団体 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","5500.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-05-23","100.0","","","0.0","0.0","true","true","1.0","Basic","Rendery","",""
"a08RB00001Z1G7CYAV","005d5000005X5qEAAS","false","DEF BAUM の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","5500.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-08-12","100.0","","","0.0","0.0","true","true","1.0","Basic","Rendery","",""
"a08RB00001Z1G7DYAV","005d5000005X5qEAAS","false","横松建設株式会社 等 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-06-21T16:02:53.000Z","","","","8800.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-04-22","100.0","","","0.0","0.0","true","true","","","","",""
"a08RB00001Z1G7EYAV","005d5000005X5qEAAS","false","個人 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-06-21T16:02:53.000Z","","","","0.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-09-05","100.0","","","0.0","0.0","true","true","","","","",""
"a08RB00001Z1G7FYAV","005d5000005X5qEAAS","false","IB設計 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-06-21T16:02:53.000Z","","","","8800.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-03-02","100.0","","","0.0","0.0","true","true","","","","",""
"a08RB00001Z1G7GYAV","005d5000005X5qEAAS","false","株式会社ひかり工務店 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","0.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-06-24","100.0","","","0.0","0.0","true","true","","","Rendery","",""
"a08RB00001Z1G7HYAV","005d5000005X5qEAAS","false","個人 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-06-21T16:02:53.000Z","","","","8800.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-04-04","100.0","","","0.0","0.0","true","true","","","","",""
"a08RB00001Z1G7IYAV","005d5000005X5qEAAS","false","個人 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-06-21T16:02:53.000Z","","","","8800.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-02-19","100.0","","","0.0","0.0","true","true","","","","",""
"a08RB00001Z1G7JYAV","005d5000005X5qEAAS","false","秋好建築設計事務所 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","8800.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-02-27","100.0","","","0.0","0.0","true","true","1.0","Pro","Rendery","",""
"a08RB00001Z1G7KYAV","005d5000005X5qEAAS","false","IB設計 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-06-21T16:02:53.000Z","","","","8800.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-03-02","100.0","","","0.0","0.0","true","true","","","","",""
"a08RB00001Z1G7LYAV","005d5000005X5qEAAS","false","個人 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-06-21T16:02:53.000Z","","","","0.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-09-05","100.0","","","0.0","0.0","true","true","","","","",""
"a08RB00001Z1G7MYAV","005d5000005X5qEAAS","false","有限会社ジャモアソシエイツ の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","8800.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-03-31","100.0","","","0.0","0.0","true","true","1.0","Pro","Rendery","",""
"a08RB00001Z1G7NYAV","005d5000005X5qEAAS","false","の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-06-21T16:02:53.000Z","","","","0.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-12-19","100.0","","","0.0","0.0","true","true","","","","",""
"a08RB00001Z1G7OYAV","005d5000005X5qEAAS","false","プロバイダ型ドメイン の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","8800.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-09-01","100.0","","","0.0","0.0","true","true","1.0","Pro","Rendery","",""
"a08RB00001Z1G7PYAV","005d5000005X5qEAAS","false","横松建設株式会社 等 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-06-21T16:02:53.000Z","","","","8800.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-04-22","100.0","","","0.0","0.0","true","true","","","","",""
"a08RB00001Z1G7QYAV","005d5000005X5qEAAS","false","株式会社JTBアセットマネジメント の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","0.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-11-11","100.0","","","0.0","0.0","true","true","","","Rendery","",""
"a08RB00001Z1G7RYAV","005d5000005X5qEAAS","false","ゴールドクレスト株式会社 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","8800.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-05-14","100.0","","","0.0","0.0","true","true","1.0","Pro","Rendery","",""
"a08RB00001Z1G7SYAV","005d5000005X5qEAAS","false","株式会社WIZU の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","17600.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-09-17","100.0","","","0.0","0.0","true","true","2.0","Pro","Rendery","",""
"a08RB00001Z1G7TYAV","005d5000005X5qEAAS","false","株式会社テンランド の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","8800.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-06-23","100.0","","","0.0","0.0","true","true","1.0","Pro","Rendery","",""
"a08RB00001Z1G7UYAV","005d5000005X5qEAAS","false","個人 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-06-21T16:02:53.000Z","","","","8800.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-07-14","100.0","","","0.0","0.0","true","true","","","","",""
"a08RB00001Z1G7VYAV","005d5000005X5qEAAS","false","株式会社ぷららネットワークス の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","8800.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-06-29","100.0","","","0.0","0.0","true","true","1.0","Pro","Rendery","",""
"a08RB00001Z1G7WYAV","005d5000005X5qEAAS","false","個人 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-06-21T16:02:53.000Z","","","","8800.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-07-09","100.0","","","0.0","0.0","true","true","","","","",""
"a08RB00001Z1G7XYAV","005d5000005X5qEAAS","false","mizuiro architects 一級建築士事務所 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","0.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-07-20","100.0","","","0.0","0.0","true","true","","","Rendery","",""
"a08RB00001Z1G7YYAV","005d5000005X5qEAAS","false","株式会社ライフステージ の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","17600.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-07-11","100.0","","","0.0","0.0","true","true","2.0","Pro","Rendery","",""
"a08RB00001Z1G7ZYAV","005d5000005X5qEAAS","false","個人 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-06-21T16:02:53.000Z","","","","8800.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-07-14","100.0","","","0.0","0.0","true","true","","","","",""
"a08RB00001Z1G7aYAF","005d5000005X5qEAAS","false","個人 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-06-21T16:02:53.000Z","","","","8800.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-07-15","100.0","","","0.0","0.0","true","true","","","","",""
"a08RB00001Z1G7bYAF","005d5000005X5qEAAS","false","野村不動産ホールディングス株式会社 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","8800.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-07-18","100.0","","","0.0","0.0","true","true","1.0","Pro","Rendery","",""
"a08RB00001Z1G7cYAF","005d5000005X5qEAAS","false","Apple Inc. の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","8800.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-11-21","100.0","","","0.0","0.0","true","true","1.0","Pro","Rendery","",""
"a08RB00001Z1G7dYAF","005d5000005X5qEAAS","false","昭和建設株式会社 等 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","17600.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-09-24","100.0","","","0.0","0.0","true","true","2.0","Pro","Rendery","",""
"a08RB00001Z1G7eYAF","005d5000005X5qEAAS","false","個人 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-06-21T16:02:53.000Z","","","","0.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-09-01","100.0","","","0.0","0.0","true","true","","","","",""
"a08RB00001Z1G7fYAF","005d5000005X5qEAAS","false","株式会社一条工務店 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","0.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-08-29","100.0","","","0.0","0.0","true","true","","","Rendery","",""
"a08RB00001Z1G7gYAF","005d5000005X5qEAAS","false","夢企工 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","8800.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-09-04","100.0","","","0.0","0.0","true","true","1.0","Pro","Rendery","",""
"a08RB00001Z1G7hYAF","005d5000005X5qEAAS","false","個人 の取引","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-06-21T16:02:53.000Z","005d5000005X5qEAAS","2026-06-21T16:02:53.000Z","","","","8800.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-11-13","100.0","","","0.0","0.0","true","true","","","","",""
"a08RB00001Z1G7iYAF","005d5000005X5qEAAS","false","の取引","2026-06-21T16:02:54.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","8800.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-12-17","100.0","","","0.0","0.0","true","true","1.0","Pro","Rendery","",""
"a08RB00001Z1G7jYAF","005d5000005X5qEAAS","false","㈱ライフステージ の取引","2026-06-21T16:02:54.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","2026-07-28T11:23:40.000Z","2026-07-28T11:23:40.000Z","17600.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-07-11","100.0","","","0.0","0.0","true","true","2.0","Pro","Rendery","",""
"a08RB00001Z1G7kYAF","005d5000005X5qEAAS","false","の取引","2026-06-21T16:02:54.000Z","005d5000005X5qEAAS","2026-06-21T16:02:54.000Z","005d5000005X5qEAAS","2026-06-21T16:02:54.000Z","","","","0.0","","","月","","","","12.0","","","","0.0","","","","","","Closed Won","2025-12-19","100.0","","","0.0","0.0","true","true","","","","",""
"a08RB00001Z1G7lYAF","005d5000005X5qEAAS","false","株式会社リアルゲイト","2026-06-21T16:02:54.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","005d5000005X5qEAAS","2026-07-19T04:40:23.000Z","","","","1800000.0","","","月","","","2026-05-01","12.0","","2026-05-19","Needs mismatch","150000.0","2026-03-18","","","","","Closed Lost","2026-05-19","","","","1800000.0","0.0","true","false","10.0","Enterprise","Rendery","",""
"a08RB00001Z1G7mYAF","005d5000005X5qEAAS","false","株式会社NTTファシリティーズ の取引","2026-06-21T16:02:54.000Z","005d5000005X5qEAAS","2026-08-10T02:16:33.000Z","005RB00000eezKIYAY","2026-08-10T02:16:33.000Z","","","","1800000.0","","","月","","","2026-06-02","12.0","","","","150000.0","","","","","","Closed Won","2026-05-29","100.0","","2026-06-01","1800000.0","1800000.0","true","true","10.0","Enterprise","Rendery","S2","2026/06"
