"Risk","Similarity","Work","FreeeInvoiceId","BillingDate","Account","WorkStatus","Invoice","LineWork","LineStatus","Description","Product","Amount","ResolveMessage","Confidence","LineWorkId","CreatedInvoiceLineId"
"OK","0.4","MFIW-000034","54067665","2026-03-20","株式会社石勝エクステリア","反映済み","INV-0000000023","MFILW-000073","反映済み","セキュリティオプション_シングルサインオン_3月ご利用分","Rendery セキュリティオプション(SSO)_運用費用","30000","Matched by unit price.","0.65","a0ERB00000Nrx9e2AB","a01RB00001VdyfEYAR"
"OK","0.429","MFIW-000052","54616884","2026-03-24","株式会社中村不動産開発","反映済み","INV-0000000040","MFILW-000100","反映済み","knock knock AI_Basicプラン＿2026年3月ご利用分","knock knock AI Basicプラン(50クレジット)","11000","Confirmed by migration rule: knock knock AI Basicプラン(50クレジット)","0.65","a0ERB00000NrxG52AJ","a01RB00001VdyfdYAB"
"OK","0.429","MFIW-000052","54616884","2026-03-24","株式会社中村不動産開発","反映済み","INV-0000000040","MFILW-000098","反映済み","knock knock AI_Basicプラン＿2026年1月ご利用分","knock knock AI Basicプラン(50クレジット)","11000","Confirmed by migration rule: knock knock AI Basicプラン(50クレジット)","0.65","a0ERB00000NrxG32AJ","a01RB00001VdyfbYAB"
"OK","0.44","MFIW-000084","56857997","2026-04-22","野村不動産株式会社","反映済み","INV-0000000071","MFILW-000152","反映済み","セキュリティオプション（シングルサインオン）_月額","Rendery セキュリティオプション(SSO)_運用費用","30000","Matched by unit price.","0.65","a0ERB00000Nrxha2AB","a01RB00001VeDdsYAF"
"OK","0.44","MFIW-000204","60905395","2026-06-20","野村不動産株式会社","要確認","","MFILW-000301","取得済み","セキュリティオプション（シングルサインオン）_月額","Rendery セキュリティオプション(SSO)_運用費用","30000","Matched by unit price.","0.65","a0ERB00000Ojnhz2AB",""
"OK","0.444","MFIW-000052","54616884","2026-03-24","株式会社中村不動産開発","反映済み","INV-0000000040","MFILW-000099","反映済み","knock knock AI_Basicプラン＿2026年2月ご利用分","knock knock AI Basicプラン(50クレジット)","11000","Confirmed by migration rule: knock knock AI Basicプラン(50クレジット)","0.65","a0ERB00000NrxG42AJ","a01RB00001VdyfcYAB"
"OK","0.471","MFIW-000038","54067677","2026-03-20","株式会社 錢高組","反映済み","INV-0000000027","MFILW-000078","反映済み","Rendery_Pro_3アカウント_月額費用","Rendery Proプラン","24000","Matched by unit price.","0.65","a0ERB00000Nrx9j2AB","a01RB00001VdyfJYAR"
"OK","0.471","MFIW-000068","56461117","2026-04-20","株式会社 錢高組","反映済み","INV-0000000055","MFILW-000130","反映済み","Rendery_Pro_3アカウント_月額費用","Rendery Proプラン","24000","Matched by unit price.","0.65","a0ERB00000NrxeL2AR","a01RB00001Vdyg6YAB"
"OK","0.471","MFIW-000101","58549450","2026-05-20","株式会社 錢高組","反映済み","INV-0000000086","MFILW-000172","反映済み","Rendery_Pro_3アカウント_月額費用","Rendery Proプラン","24000","Matched by unit price.","0.65","a0ERB00000NryfF2AR","a01RB00001VeDe8YAF"
"OK","0.471","MFIW-000136","60792894","2026-06-20","株式会社 錢高組","反映済み","INV-0000000118","MFILW-000218","反映済み","Rendery_Pro_3アカウント_月額費用","Rendery Proプラン","24000","Matched by unit price.","0.65","a0ERB00000NrzRd2AJ","a01RB00001VeDepYAF"
"OK","0.481","MFIW-000034","54067665","2026-03-20","株式会社石勝エクステリア","反映済み","INV-0000000023","MFILW-000072","反映済み","Rendery Enterpriseプラン_3月ご利用分","[OLD] Rendery Enterpriseプラン(2025年9月まで)","110000","Confirmed by migration rule: [OLD] Rendery Enterpriseプラン(2025年9月まで)","0.65","a0ERB00000Nrx9d2AB","a01RB00001VdyfDYAR"
"OK","0.481","MFIW-000052","54616884","2026-03-24","株式会社中村不動産開発","反映済み","INV-0000000040","MFILW-000097","反映済み","knock knock AI_Basicプラン＿2025年12月ご利用分","knock knock AI Basicプラン(50クレジット)","11000","Confirmed by migration rule: knock knock AI Basicプラン(50クレジット)","0.65","a0ERB00000NrxG22AJ","a01RB00001VdyfaYAB"
"OK","0.5","MFIW-000023","54237366","2026-03-18","サンフロンティア不動産株式会社","反映済み","INV-0000000013","MFILW-000056","反映済み","Rendery(エンタープライズ用)","Rendery Proプラン","64000","Matched by unit price.","0.65","a0ERB00000NrwtR2AR","a01RB00001Vdyf3YAB"
"OK","0.522","MFIW-000093","58692141","2026-05-19","アイリスチトセ株式会社","反映済み","INV-0000000078","MFILW-000163","反映済み","Rendery＿Enterpriseプラン_月額","[OLD] Rendery Enterpriseプラン(2025年9月まで)","77000","Confirmed by migration rule: [OLD] Rendery Enterpriseプラン(2025年9月まで)","0.65","a0ERB00000NrydX2AR","a01RB00001VeDdzYAF"
"OK","0.524","MFIW-000081","56826003","2026-04-22","野村不動産株式会社","反映済み","INV-0000000068","MFILW-000145","反映済み","セキュリティオプション+_初期コスト","Rendery セキュリティオプション+_初期費用","350000","Matched by unit price.","0.65","a0ERB00000NrxhT2AR","a01RB00001VeDdlYAF"
"OK","0.524","MFIW-000164","60792923","2026-06-20","近鉄不動産株式会社","要確認","","MFILW-000260","取得済み","[月額費用]セキュリティオプション+_運用費用","Rendery セキュリティオプション(SSO)_初期費用","100000","Matched by unit price.","0.65","a0ERB00000OjnWh2AJ",""
"OK","0.538","MFIW-000026","54240654","2026-03-18","株式会社アーキテクト・ディベロッパー","反映済み","INV-0000000016","MFILW-000059","反映済み","Rendery(Pro用)・月額料金","Rendery Proプラン","48000","Matched by unit price.","0.65","a0ERB00000NrwtU2AR","a01RB00001Vdyf6YAB"
"OK","0.538","MFIW-000042","54067686","2026-03-20","Phantom株式会社","反映済み","INV-0000000031","MFILW-000082","反映済み","Rendery_Pro_月額利用料","Rendery Proプラン","16000","Matched by unit price.","0.65","a0ERB00000Nrx9n2AB","a01RB00001VdyfNYAR"
"OK","0.538","MFIW-000033","54067663","2026-03-20","三越伊勢丹プロパティ・デザイン株式会社","反映済み","INV-0000000022","MFILW-000071","反映済み","Rendery_Pro_月額利用料","Rendery Proプラン","40000","Matched by unit price.","0.65","a0ERB00000Nrx9c2AB","a01RB00001VdyfCYAR"
"OK","0.538","MFIW-000051","54597510","2026-03-24","三井住友建設株式会社","反映済み","INV-0000000039","MFILW-000096","反映済み","Rendery_Pro_月額利用料","Rendery Proプラン","8000","Matched by unit price.","0.65","a0ERB00000NrxG12AJ","a01RB00001VdyfZYAR"
"OK","0.538","MFIW-000072","56461125","2026-04-20","Phantom株式会社","反映済み","INV-0000000059","MFILW-000134","反映済み","Rendery_Pro_月額利用料","Rendery Proプラン","16000","Matched by unit price.","0.65","a0ERB00000NrxeP2AR","a01RB00001VdygAYAR"
"OK","0.538","MFIW-000064","56461109","2026-04-20","三越伊勢丹プロパティ・デザイン株式会社","反映済み","INV-0000000051","MFILW-000125","反映済み","Rendery_Pro_月額利用料","Rendery Proプラン","40000","Matched by unit price.","0.65","a0ERB00000NrxeG2AR","a01RB00001Vdyg1YAB"
"OK","0.538","MFIW-000086","57073276","2026-04-30","三井住友建設株式会社","反映済み","INV-0000000073","MFILW-000154","反映済み","Rendery_Pro_月額利用料","Rendery Proプラン","8000","Matched by unit price.","0.65","a0ERB00000NrxuL2AR","a01RB00001VeDduYAF"
"OK","0.538","MFIW-000097","58549439","2026-05-20","三越伊勢丹プロパティ・デザイン株式会社","反映済み","INV-0000000082","MFILW-000167","反映済み","Rendery_Pro_月額利用料","Rendery Proプラン","40000","Matched by unit price.","0.65","a0ERB00000NryfA2AR","a01RB00001VeDe3YAF"
"OK","0.538","MFIW-000109","58549470","2026-05-20","三井住友建設株式会社","反映済み","INV-0000000094","MFILW-000180","反映済み","Rendery_Pro_月額利用料","Rendery Proプラン","8000","Matched by unit price.","0.65","a0ERB00000NryfN2AR","a01RB00001VeDeGYAV"
"OK","0.538","MFIW-000105","58549460","2026-05-20","Phantom株式会社","反映済み","INV-0000000090","MFILW-000176","反映済み","Rendery_Pro_月額利用料","Rendery Proプラン","16000","Matched by unit price.","0.65","a0ERB00000NryfJ2AR","a01RB00001VeDeCYAV"
"OK","0.538","MFIW-000126","59151137","2026-06-19","帝国不動産株式会社","要確認","INV-0000000109","MFILW-000207","取得済み","Rendery(Pro用)・月額料金","Rendery Proプラン","48000","Matched by unit price.","0.65","a0ERB00000NrzPu2AJ","a01RB00001VeDefYAF"
"OK","0.538","MFIW-000126","59151137","2026-06-19","帝国不動産株式会社","要確認","INV-0000000109","MFILW-000233","取得済み","Rendery(Pro用)・月額料金","Rendery Proプラン","48000","Matched by unit price.","0.65","a0ERB00000OUtio2AD",""
"OK","0.538","MFIW-000140","60792899","2026-06-20","Phantom株式会社","反映済み","INV-0000000122","MFILW-000222","反映済み","Rendery_Pro_月額利用料","Rendery Proプラン","16000","Matched by unit price.","0.65","a0ERB00000NrzRh2AJ","a01RB00001VeDetYAF"
"OK","0.538","MFIW-000188","60861180","2026-06-20","株式会社TRIAD","反映済み","INV-0000000138","MFILW-000284","反映済み","Rendery_Pro_月額利用料","Rendery Proプラン","8000","Matched by unit price.","0.65","a0ERB00000OjndC2AR","a01RB00001ZIQfNYAX"
"OK","0.538","MFIW-000144","60792905","2026-06-20","三井住友建設株式会社","反映済み","INV-0000000126","MFILW-000226","反映済み","Rendery_Pro_月額利用料","Rendery Proプラン","8000","Matched by unit price.","0.65","a0ERB00000NrzRl2AJ","a01RB00001VeDexYAF"
"OK","0.538","MFIW-000182","60861172","2026-06-20","野原グループ株式会社","反映済み","INV-0000000134","MFILW-000278","反映済み","Rendery(Pro用)・月額料金","Rendery Proプラン","8000","Matched by unit price.","0.65","a0ERB00000Ojnd62AB","a01RB00001ZIQfJYAX"
"OK","0.538","MFIW-000162","60792918","2026-06-20","株式会社ルミネ","反映済み","INV-0000000149","MFILW-000257","反映済み","Rendery_Pro_月額利用料","Rendery Proプラン","8000","Matched by unit price.","0.65","a0ERB00000OjnWe2AJ","a01RB00001ZIQfYYAX"
"OK","0.538","MFIW-000181","60861171","2026-06-20","","要確認","","MFILW-000277","取得済み","Rendery_Pro_月額利用料","Rendery Proプラン","8000","Matched by unit price.","0.65","a0ERB00000Ojnd52AB",""
"OK","0.538","MFIW-000178","60861167","2026-06-20","","要確認","","MFILW-000274","取得済み","Rendery_Pro_月額利用料","Rendery Proプラン","8000","Matched by unit price.","0.65","a0ERB00000OjnWv2AJ",""
"OK","0.538","MFIW-000203","60904124","2026-06-20","","要確認","","MFILW-000299","取得済み","Rendery_Pro_月額利用料","Rendery Proプラン","16000","Matched by unit price.","0.65","a0ERB00000Ojnhx2AB",""
"OK","0.538","MFIW-000196","60861188","2026-06-20","","要確認","","MFILW-000292","取得済み","Rendery_Pro_月額利用料","Rendery Proプラン","8000","Matched by unit price.","0.65","a0ERB00000OjndK2AR",""
"OK","0.538","MFIW-000198","60861191","2026-06-20","","要確認","","MFILW-000294","取得済み","Rendery_Pro_月額利用料","Rendery Proプラン","8000","Matched by unit price.","0.65","a0ERB00000OjndM2AR",""
"OK","0.538","MFIW-000132","60792889","2026-06-20","三越伊勢丹プロパティ・デザイン株式会社","反映済み","INV-0000000114","MFILW-000213","反映済み","Rendery_Pro_月額利用料","Rendery Proプラン","48000","Matched by unit price.","0.65","a0ERB00000NrzRY2AZ","a01RB00001VeDekYAF"
"OK","0.548","MFIW-000084","56857997","2026-04-22","野村不動産株式会社","反映済み","INV-0000000071","MFILW-000151","反映済み","Rendery(Enterprise用)・セキュリティオプション(シングルサインオン)・初期コスト","Rendery セキュリティオプション(SSO)_初期費用","100000","Confirmed by migration rule: Rendery セキュリティオプション(SSO)_初期費用","0.65","a0ERB00000NrxhZ2AR","a01RB00001VeDdrYAF"
"OK","0.583","MFIW-000039","54067679","2026-03-20","フロンヴィルホームズ名古屋株式会社","反映済み","INV-0000000028","MFILW-000079","反映済み","Rendery_Pro_月額費用","Rendery Proプラン","8000","Matched by unit price.","0.65","a0ERB00000Nrx9k2AB","a01RB00001VdyfKYAR"
"OK","0.583","MFIW-000069","56461119","2026-04-20","フロンヴィルホームズ名古屋株式会社","反映済み","INV-0000000056","MFILW-000131","反映済み","Rendery_Pro_月額費用","Rendery Proプラン","8000","Matched by unit price.","0.65","a0ERB00000NrxeM2AR","a01RB00001Vdyg7YAB"
"OK","0.583","MFIW-000082","56841170","2026-04-22","株式会社コスモスイニシア","反映済み","INV-0000000069","MFILW-000146","反映済み","セキュリティオプション+_運用費用(12ヶ月分)","Rendery セキュリティオプション+_運用費用","360000","Confirmed by migration rule: Rendery セキュリティオプション+_運用費用","","a0ERB00000NrxhU2AR","a01RB00001VeDdmYAF"
"OK","0.583","MFIW-000083","56841400","2026-04-22","株式会社コスモスイニシア","反映済み","INV-0000000070","MFILW-000148","反映済み","セキュリティオプション+_運用費用(12ヶ月分)","Rendery セキュリティオプション+_運用費用","840000","Confirmed by migration rule: Rendery セキュリティオプション+_運用費用","","a0ERB00000NrxhW2AR","a01RB00001VeDdoYAF"
"OK","0.583","MFIW-000102","58549452","2026-05-20","フロンヴィルホームズ名古屋株式会社","反映済み","INV-0000000087","MFILW-000173","反映済み","Rendery_Pro_月額費用","Rendery Proプラン","8000","Matched by unit price.","0.65","a0ERB00000NryfG2AR","a01RB00001VeDe9YAF"
"OK","0.583","MFIW-000137","60792896","2026-06-20","フロンヴィルホームズ名古屋株式会社","反映済み","INV-0000000119","MFILW-000219","反映済み","Rendery_Pro_月額費用","Rendery Proプラン","8000","Matched by unit price.","0.65","a0ERB00000NrzRe2AJ","a01RB00001VeDeqYAF"
"OK","0.591","MFIW-000050","54529958","2026-03-23","株式会社サンケイビル","反映済み","INV-0000000004","MFILW-000094","反映済み","Rendery Enterpriseプラン_5アカウント_年間費用","[年払] Rendery Enterpriseプラン","900000","Confirmed by migration rule: [年払] Rendery Enterpriseプラン","","a0ERB00000NrxBB2AZ","a01RB00001VdyehYAB"
"OK","0.667","MFIW-000117","58947453","2026-05-22","ジーク株式会社","反映済み","INV-0000000101","MFILW-000196","反映済み","Rendery Enterpriseプラン5アカウント_年間払い","[年払] Rendery Enterpriseプラン","840000","Matched by unit price.","0.65","a0ERB00000Nryk72AB","a01RB00001VeDeVYAV"
"OK","0.737","MFIW-000119","59295041","2026-05-27","近鉄不動産株式会社","反映済み","INV-0000000103","MFILW-000199","反映済み","[月額費用]セキュリティオプション+_運用費用","Rendery セキュリティオプション+_運用費用","100000","Confirmed by migration rule: Rendery セキュリティオプション+_運用費用","0.65","a0ERB00000Nryoo2AB","a01RB00001VeDeYYAV"
"OK","0.933","MFIW-000082","56841170","2026-04-22","株式会社コスモスイニシア","反映済み","INV-0000000069","MFILW-000147","反映済み","Rendery Enterpriseプラン_年払い","[年払] Rendery Enterpriseプラン","504000","Matched by unit price.","0.65","a0ERB00000NrxhV2AR","a01RB00001VeDdnYAF"
"OK","0.933","MFIW-000083","56841400","2026-04-22","株式会社コスモスイニシア","反映済み","INV-0000000070","MFILW-000149","反映済み","Rendery Enterpriseプラン_年払い","[年払] Rendery Enterpriseプラン","1176000","Matched by unit price.","0.65","a0ERB00000NrxhX2AR","a01RB00001VeDdpYAF"
"OK","1","MFIW-000288","54153851","2026-03-20","株式会社デザインアーク","反映済み","INV-0000000168","MFILW-000390","反映済み","Rendery_Enterpriseプラン","Rendery_Enterpriseプラン","55000","Exact ProductMaster.Name match.","1","a0ERB00000OjzOM2AZ","a01RB00001ZLxriYAD"
"OK","1","MFIW-000048","54153827","2026-03-20","ONETEAM不動産","反映済み","INV-0000000037","MFILW-000092","反映済み","KnockKnockAI_Basicプラン(月額)","knock knock AI Basicプラン(50クレジット)","11000","Confirmed by migration rule: knock knock AI Basicプラン(50クレジット)","0.65","a0ERB00000Nrx9x2AB","a01RB00001VdyfXYAR"
"OK","1","MFIW-000049","54153829","2026-03-20","株式会社ハートランド","反映済み","INV-0000000038","MFILW-000093","反映済み","knock knock AI_Basicプラン(月額)","knock knock AI Basicプラン(50クレジット)","11000","Confirmed by migration rule: knock knock AI Basicプラン(50クレジット)","0.65","a0ERB00000Nrx9y2AB","a01RB00001VdyfYYAR"
"OK","1","MFIW-000035","54067668","2026-03-20","株式会社アールシーコア","反映済み","INV-0000000024","MFILW-000075","反映済み","セキュリティオプション+_運用費用_月額","Rendery セキュリティオプション+_運用費用","100000","Confirmed by migration rule: Rendery セキュリティオプション+_運用費用","0.65","a0ERB00000Nrx9g2AB","a01RB00001VdyfGYAR"
"OK","1","MFIW-000041","54067683","2026-03-20","株式会社建新","反映済み","INV-0000000030","MFILW-000081","反映済み","knock knock AI_Basicプラン(月額)","knock knock AI Basicプラン(50クレジット)","11000","Confirmed by migration rule: knock knock AI Basicプラン(50クレジット)","0.65","a0ERB00000Nrx9m2AB","a01RB00001VdyfMYAR"
"OK","1","MFIW-000040","54067681","2026-03-20","株式会社夢のおてつだい","反映済み","INV-0000000029","MFILW-000080","反映済み","KnockKnockAI_Proプラン(月額)","knock knock AI Proプラン(300クレジット)","55000","Matched by unit price.","0.65","a0ERB00000Nrx9l2AB","a01RB00001VdyfLYAR"
"OK","1","MFIW-000036","54067671","2026-03-20","豊通ファシリティーズ株式会社","反映済み","INV-0000000025","MFILW-000076","反映済み","Rendery_Proプラン_1アカウント(月額費用)","Rendery Proプラン","8000","Matched by unit price.","0.65","a0ERB00000Nrx9h2AB","a01RB00001VdyfHYAR"
"OK","1","MFIW-000037","54067674","2026-03-20","株式会社三福管理センター","反映済み","INV-0000000026","MFILW-000077","反映済み","KnockKnockAI_Proプラン","knock knock AI Proプラン(300クレジット)","55000","Matched by unit price.","0.65","a0ERB00000Nrx9i2AB","a01RB00001VdyfIYAR"
"OK","1","MFIW-000045","54153823","2026-03-20","株式会社TAKUTO","反映済み","INV-0000000034","MFILW-000089","反映済み","knock knock AI_Basicプラン(月額)","knock knock AI Basicプラン(50クレジット)","11000","Confirmed by migration rule: knock knock AI Basicプラン(50クレジット)","0.65","a0ERB00000Nrx9u2AB","a01RB00001VdyfUYAR"
"OK","1","MFIW-000032","54067660","2026-03-20","株式会社ケン・プロパティマネジメント","反映済み","INV-0000000021","MFILW-000070","反映済み","knock knock AI_Basicプラン(月額)","knock knock AI Basicプラン(50クレジット)","11000","Confirmed by migration rule: knock knock AI Basicプラン(50クレジット)","0.65","a0ERB00000Nrx9b2AB","a01RB00001VdyfBYAR"
"OK","1","MFIW-000031","54067657","2026-03-20","三井不動産レジデンシャルリース株式会社","反映済み","INV-0000000020","MFILW-000069","反映済み","Rendery Enterpriseプラン_月額","[OLD] Rendery Enterpriseプラン(2025年9月まで)","110000","Confirmed by migration rule: [OLD] Rendery Enterpriseプラン(2025年9月まで)","0.65","a0ERB00000Nrx9a2AB","a01RB00001VdyfAYAR"
"OK","1","MFIW-000035","54067668","2026-03-20","株式会社アールシーコア","反映済み","INV-0000000024","MFILW-000074","反映済み","Rendery Enterpriseプラン10アカウント_月額","Rendery Enterpriseプラン","150000","Matched by unit price.","0.65","a0ERB00000Nrx9f2AB","a01RB00001VdyfFYAR"
"OK","1","MFIW-000046","54153824","2026-03-20","TC神鋼不動産株式会社","反映済み","INV-0000000035","MFILW-000090","反映済み","knock knock AI_Basicプラン(月額)","knock knock AI Basicプラン(50クレジット)","11000","Confirmed by migration rule: knock knock AI Basicプラン(50クレジット)","0.65","a0ERB00000Nrx9v2AB","a01RB00001VdyfVYAR"
"OK","1","MFIW-000047","54153825","2026-03-20","松栄不動産株式会社","反映済み","INV-0000000036","MFILW-000091","反映済み","knock knock AI Basicプラン","knock knock AI Basicプラン(50クレジット)","11000","Confirmed by migration rule: knock knock AI Basicプラン(50クレジット)","0.65","a0ERB00000Nrx9w2AB","a01RB00001VdyfWYAR"
"OK","1","MFIW-000055","53459621","2026-03-27","株式会社アイ・キューブ","反映済み","INV-0000000042","MFILW-000103","反映済み","Rendery Enterpriseプラン_月額","Rendery Enterpriseプラン","75000","Matched by unit price.","0.65","a0ERB00000NrxJF2AZ","a01RB00001VdyffYAB"
"OK","1","MFIW-000029","56133730","2026-04-09","三井不動産レジデンシャルリース株式会社","反映済み","INV-0000000018","MFILW-000067","反映済み","Rendery Enterpriseプラン_月額","[OLD] Rendery Enterpriseプラン(2025年9月まで)","132000","Confirmed by migration rule: [OLD] Rendery Enterpriseプラン(2025年9月まで)","0.65","a0ERB00000NrwyI2AR","a01RB00001Vdyf8YAB"
"OK","1","MFIW-000060","56351917","2026-04-14","三井不動産レジデンシャルリース株式会社","反映済み","INV-0000000047","MFILW-000121","反映済み","Rendery Enterpriseプラン_月額","[OLD] Rendery Enterpriseプラン(2025年9月まで)","132000","Confirmed by migration rule: [OLD] Rendery Enterpriseプラン(2025年9月まで)","0.65","a0ERB00000NrxZN2AZ","a01RB00001VdyfxYAB"
"OK","1","MFIW-000071","56461123","2026-04-20","株式会社建新","反映済み","INV-0000000058","MFILW-000133","反映済み","knock knock AI_Basicプラン(月額)","knock knock AI Basicプラン(50クレジット)","11000","Confirmed by migration rule: knock knock AI Basicプラン(50クレジット)","0.65","a0ERB00000NrxeO2AR","a01RB00001Vdyg9YAB"
"OK","1","MFIW-000063","56461107","2026-04-20","株式会社ケン・プロパティマネジメント","反映済み","INV-0000000050","MFILW-000124","反映済み","knock knock AI_Basicプラン(月額)","knock knock AI Basicプラン(50クレジット)","11000","Confirmed by migration rule: knock knock AI Basicプラン(50クレジット)","0.65","a0ERB00000NrxeF2AR","a01RB00001Vdyg0YAB"
"OK","1","MFIW-000065","56461111","2026-04-20","株式会社アールシーコア","反映済み","INV-0000000052","MFILW-000126","反映済み","Rendery Enterpriseプラン10アカウント_月額","Rendery Enterpriseプラン","150000","Matched by unit price.","0.65","a0ERB00000NrxeH2AR","a01RB00001Vdyg2YAB"
"OK","1","MFIW-000080","56527527","2026-04-20","株式会社香川不動産買取センター","反映済み","INV-0000000067","MFILW-000142","反映済み","knock knock AI Basicプラン","knock knock AI Basicプラン(50クレジット)","11000","Confirmed by migration rule: knock knock AI Basicプラン(50クレジット)","0.65","a0ERB00000NrxeX2AR","a01RB00001VeDdiYAF"
"OK","1","MFIW-000307","56527546","2026-04-20","株式会社デザインアーク","反映済み","INV-0000000170","MFILW-000409","反映済み","Rendery_Enterpriseプラン","Rendery_Enterpriseプラン","55000","Exact ProductMaster.Name match.","1","a0ERB00000Ok0Yt2AJ","a01RB00001ZLxrkYAD"
"OK","1","MFIW-000066","56461113","2026-04-20","豊通ファシリティーズ株式会社","反映済み","INV-0000000053","MFILW-000128","反映済み","Rendery_Proプラン_1アカウント(月額費用)","Rendery Proプラン","8000","Matched by unit price.","0.65","a0ERB00000NrxeJ2AR","a01RB00001Vdyg4YAB"
"OK","1","MFIW-000065","56461111","2026-04-20","株式会社アールシーコア","反映済み","INV-0000000052","MFILW-000127","反映済み","セキュリティオプション+_運用費用_月額","Rendery セキュリティオプション+_運用費用","100000","Confirmed by migration rule: Rendery セキュリティオプション+_運用費用","0.65","a0ERB00000NrxeI2AR","a01RB00001Vdyg3YAB"
"OK","1","MFIW-000070","56461121","2026-04-20","株式会社夢のおてつだい","反映済み","INV-0000000057","MFILW-000132","反映済み","KnockKnockAI_Proプラン(月額)","knock knock AI Proプラン(300クレジット)","55000","Matched by unit price.","0.65","a0ERB00000NrxeN2AR","a01RB00001Vdyg8YAB"
"OK","1","MFIW-000067","56461115","2026-04-20","株式会社三福管理センター","反映済み","INV-0000000054","MFILW-000129","反映済み","KnockKnockAI_Proプラン","knock knock AI Proプラン(300クレジット)","55000","Matched by unit price.","0.65","a0ERB00000NrxeK2AR","a01RB00001Vdyg5YAB"
"OK","1","MFIW-000076","56527522","2026-04-20","松栄不動産株式会社","反映済み","INV-0000000063","MFILW-000138","反映済み","knock knock AI Basicプラン","knock knock AI Basicプラン(50クレジット)","11000","Confirmed by migration rule: knock knock AI Basicプラン(50クレジット)","0.65","a0ERB00000NrxeT2AR","a01RB00001VdygEYAR"
"OK","1","MFIW-000073","56461126","2026-04-20","柏井建設 株式会社","反映済み","INV-0000000060","MFILW-000135","反映済み","Rendery Enterpriseプラン5アカウント_月額","Rendery Enterpriseプラン","75000","Matched by unit price.","0.65","a0ERB00000NrxeQ2AR","a01RB00001VdygBYAR"
"OK","1","MFIW-000074","56527514","2026-04-20","株式会社TAKUTO","反映済み","INV-0000000061","MFILW-000136","反映済み","knock knock AI_Basicプラン(月額)","knock knock AI Basicプラン(50クレジット)","11000","Confirmed by migration rule: knock knock AI Basicプラン(50クレジット)","0.65","a0ERB00000NrxeR2AR","a01RB00001VdygCYAR"
"OK","1","MFIW-000075","56527519","2026-04-20","TC神鋼不動産株式会社","反映済み","INV-0000000062","MFILW-000137","反映済み","knock knock AI_Basicプラン(月額)","knock knock AI Basicプラン(50クレジット)","11000","Confirmed by migration rule: knock knock AI Basicプラン(50クレジット)","0.65","a0ERB00000NrxeS2AR","a01RB00001VdygDYAR"
"OK","1","MFIW-000077","56527524","2026-04-20","ONETEAM不動産","反映済み","INV-0000000064","MFILW-000139","反映済み","KnockKnockAI_Basicプラン(月額)","knock knock AI Basicプラン(50クレジット)","11000","Confirmed by migration rule: knock knock AI Basicプラン(50クレジット)","0.65","a0ERB00000NrxeU2AR","a01RB00001VdygFYAR"
"OK","1","MFIW-000079","56527526","2026-04-20","リユースせいわ 西和不動産株式会社 栗東店","反映済み","INV-0000000066","MFILW-000141","反映済み","knock knock AI Basicプラン","knock knock AI Basicプラン(50クレジット)","11000","Confirmed by migration rule: knock knock AI Basicプラン(50クレジット)","0.65","a0ERB00000NrxeW2AR","a01RB00001VeDdhYAF"
"OK","1","MFIW-000062","56461105","2026-04-20","三井不動産レジデンシャルリース株式会社","反映済み","INV-0000000049","MFILW-000123","反映済み","Rendery Enterpriseプラン_月額","[OLD] Rendery Enterpriseプラン(2025年9月まで)","132000","Confirmed by migration rule: [OLD] Rendery Enterpriseプラン(2025年9月まで)","0.65","a0ERB00000NrxeE2AR","a01RB00001VdyfzYAB"
"OK","1","MFIW-000078","56527525","2026-04-20","株式会社ハートランド","反映済み","INV-0000000065","MFILW-000140","反映済み","knock knock AI_Basicプラン(月額)","knock knock AI Basicプラン(50クレジット)","11000","Confirmed by migration rule: knock knock AI Basicプラン(50クレジット)","0.65","a0ERB00000NrxeV2AR","a01RB00001VdygGYAR"
"OK","1","MFIW-000084","56857997","2026-04-22","野村不動産株式会社","反映済み","INV-0000000071","MFILW-000150","反映済み","Rendery Enterpriseプラン_10アカウント_月額","Rendery Enterpriseプラン","150000","Matched by unit price.","0.65","a0ERB00000NrxhY2AR","a01RB00001VeDdqYAF"
"OK","1","MFIW-000081","56826003","2026-04-22","野村不動産株式会社","反映済み","INV-0000000068","MFILW-000144","反映済み","セキュリティオプション+_月額","Rendery セキュリティオプション+_運用費用","100000","Confirmed by migration rule: Rendery セキュリティオプション+_運用費用","0.65","a0ERB00000NrxhS2AR","a01RB00001VeDdkYAF"
"OK","1","MFIW-000081","56826003","2026-04-22","野村不動産株式会社","反映済み","INV-0000000068","MFILW-000143","反映済み","Rendery Enterpriseプラン_10アカウント_月額","Rendery Enterpriseプラン","150000","Matched by unit price.","0.65","a0ERB00000NrxhR2AR","a01RB00001VeDdjYAF"
"OK","1","MFIW-000085","56898984","2026-04-23","株式会社安井建築設計事務所","反映済み","INV-0000000072","MFILW-000153","反映済み","Rendery_Proプラン_1アカウント(月額費用)","Rendery Proプラン","8000","Matched by unit price.","0.65","a0ERB00000Nrxkf2AB","a01RB00001VeDdtYAF"
"OK","1","MFIW-000088","58388932","2026-05-13","株式会社デザインアーク","反映済み","INV-0000000075","MFILW-000156","反映済み","Rendery_Enterpriseプラン","Rendery Enterpriseプラン","165000","Normalized ProductMaster.Name match.","0.95","a0ERB00000NryTp2AJ","a01RB00001VeDdwYAF"
