Id,Name,Invoice__c,Invoice__r.ParentContract__c,Invoice__r.Account__c,ProductMaster__c,ProductMaster__r.Name,ProductMaster__r.MRR_Target__c,Description__c,Quantity__c,Line_Amount__c,Unit_Price__c
a01RB00001VeDdyYAF,INVL-0000000119,a00RB000024Ux5MYAS,a04RB00000kUANiYAO,001RB00001VTqlHYAT,a0CRB0000CcXZ6T2QW,[OLD] Rendery Enterpriseプラン(2025年9月まで),true,Rendery　エンタープライズプラン,44,484000,11000
a01RB00001VeDdzYAF,INVL-0000000120,a00RB000024Ux5NYAS,a04RB00000kVL7JYAW,001RB00001VTqlZYAT,a0CRB0000CcXZ6T2QW,[OLD] Rendery Enterpriseプラン(2025年9月まで),true,Rendery＿Enterpriseプラン_月額,7,77000,11000
a01RB00001VeDe0YAF,INVL-0000000121,a00RB000024Ux5OYAS,a04RB00000kVL7iYAG,001RB00001VTqUVYA1,a0CRB0000CcXZ6T2QW,[OLD] Rendery Enterpriseプラン(2025年9月まで),true,Rendery　エンタープライズプラン,19,209000,11000
a01RB00001VeDe1YAF,INVL-0000000122,a00RB000024Ux5PYAS,a04RB00000kUAOTYA4,001RB00001VTqbXYAT,a0CRB0000CcXZ6T2QW,[OLD] Rendery Enterpriseプラン(2025年9月まで),true,Rendery Enterpriseプラン_月額,12,132000,11000
a01RB00001VeDe2YAF,INVL-0000000123,a00RB000024Ux5QYAS,a04RB00000kUAQAYA4,001RB00001VTrGkYAL,a0CRB0000CcXZ6i2QG,knock knock AI Basicプラン(50クレジット),true,knock knock AI_Basicプラン(月額),1,11000,11000
a01RB00001VeDe3YAF,INVL-0000000124,a00RB000024Ux5RYAS,a04RB00000kUAOfYAO,001RB00001VTqxsYAD,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Pro_月額利用料,5,40000,8000
a01RB00001VeDe4YAF,INVL-0000000125,a00RB000024Ux5SYAS,a04RB00000kVL7SYAW,001RB00001VTqxQYAT,a0CRB0000CcXZ6V2QW,Rendery Enterpriseプラン,true,Rendery Enterpriseプラン10アカウント_月額,10,150000,15000
a01RB00001VeDe5YAF,INVL-0000000126,a00RB000024Ux5SYAS,a04RB00000kVL7SYAW,001RB00001VTqxQYAT,a0CRB0000CcXZ6h2QG,Rendery セキュリティオプション+_運用費用,true,セキュリティオプション+_運用費用_月額,1,100000,100000
a01RB00001VeDe6YAF,INVL-0000000127,a00RB000024Ux5TYAS,a04RB00000kUAOgYAO,001RB00001VTqy1YAD,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Proプラン_1アカウント(月額費用),1,8000,8000
a01RB00001VeDe7YAF,INVL-0000000128,a00RB000024Ux5UYAS,a04RB00000kUAQ9YAO,001RB00001VTqatYAD,a0CRB0000CcXZ6j2QG,knock knock AI Proプラン(300クレジット),true,KnockKnockAI_Proプラン,1,55000,55000
a01RB00001VeDe8YAF,INVL-0000000129,a00RB000024Ux5VYAS,a04RB00000kUAOpYAO,001RB00001VTqW8YAL,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Pro_3アカウント_月額費用,3,24000,8000
a01RB00001VeDe9YAF,INVL-0000000130,a00RB000024Ux5WYAS,a04RB00000kUAOhYAO,001RB00001VTr0hYAD,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Pro_月額費用,1,8000,8000
a01RB00001VeDeAYAV,INVL-0000000131,a00RB000024Ux5XYAS,a04RB00000kUAQCYA4,001RB00001VTrkYYAT,a0CRB0000CcXZ6j2QG,knock knock AI Proプラン(300クレジット),true,KnockKnockAI_Proプラン(月額),1,55000,55000
a01RB00001VeDeBYAV,INVL-0000000132,a00RB000024Ux5YYAS,a04RB00000kUAQBYA4,001RB00001VTtIiYAL,a0CRB0000CcXZ6i2QG,knock knock AI Basicプラン(50クレジット),true,knock knock AI_Basicプラン(月額),1,11000,11000
a01RB00001VeDeCYAV,INVL-0000000133,a00RB000024Ux5ZYAS,a04RB00000kUAOtYAO,001RB00001VTrkRYAT,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Pro_月額利用料,2,16000,8000
a01RB00001VeDeDYAV,INVL-0000000134,a00RB000024Ux5aYAC,a04RB00000kUAP0YAO,001RB00001VTrI5YAL,a0CRB0000CcXZ6V2QW,Rendery Enterpriseプラン,true,Rendery Enterpriseプラン5アカウント_月額,5,75000,15000
a01RB00001VeDeEYAV,INVL-0000000135,a00RB000024Ux5bYAC,a04RB00000kUAOyYAO,001RB00001VTrlBYAT,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery Proプラン2アカウント_月額費用(月払い),2,16000,8000
a01RB00001VeDeFYAV,INVL-0000000136,a00RB000024Ux5cYAC,a04RB00000kUAOzYAO,001RB00001VTqgHYAT,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Proプラン_3アカウント(月額費用),3,24000,8000
a01RB00001VeDeGYAV,INVL-0000000137,a00RB000024Ux5dYAC,a04RB00000kUAP3YAO,001RB00001VTqeXYAT,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Pro_月額利用料,1,8000,8000
a01RB00001VeDeHYAV,INVL-0000000138,a00RB000024Ux5eYAC,a04RB00000kUAP5YAO,001RB00001VTrkbYAD,a0CRB0000CcXZ6V2QW,Rendery Enterpriseプラン,true,Rendery Enterpriseプラン_5アカウント_月払い,5,75000,15000
a01RB00001VeDeIYAV,INVL-0000000139,a00RB000024Ux5fYAC,a04RB00000kUAP6YAO,001RB00001VTrlqYAD,a0CRB0000CcXZ6V2QW,Rendery Enterpriseプラン,true,Rendery Enterpriseプラン_5アカウント_月払い,5,75000,15000
a01RB00001VeDeJYAV,INVL-0000000140,a00RB000024Ux5gYAC,a04RB00000kUAP4YAO,001RB00001VTqnvYAD,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery Proプラン2アカウント_月額費用(月払い),2,16000,8000
a01RB00001VeDeKYAV,INVL-0000000141,a00RB000024Ux5hYAC,a04RB00000kUAPAYA4,001RB00001VTrqeYAD,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Proプラン_1アカウント(月額費用),1,8000,8000
a01RB00001VeDeLYAV,INVL-0000000142,a00RB000024Ux5iYAC,a04RB00000kVL7VYAW,001RB00001VTqgBYAT,a0CRB0000CcXZ6x2QG,受託開発,false,一次審査資料作成業務,1,750000,750000
a01RB00001VeDeMYAV,INVL-0000000143,a00RB000024Ux5jYAC,a04RB00000kVL7KYAW,001RB00001VcyFKYAZ,a0CRB0000CcXZ6U2QW,[OLD_年払]Rendery Enterpriseプラン(2025年9月まで),true,モニター等の機器設置作業,1,10000,10000
a01RB00001VeDeNYAV,INVL-0000000144,a00RB000024Ux5jYAC,a04RB00000kVL7KYAW,001RB00001VcyFKYAZ,a0CRB0000CcXZ6V2QW,Rendery Enterpriseプラン,true,設置作業、動作確認,1,15000,15000
a01RB00001VeDeOYAV,INVL-0000000145,a00RB000024Ux5jYAC,a04RB00000kVL7KYAW,001RB00001VcyFKYAZ,a0CRB0000CcXZ6U2QW,[OLD_年払]Rendery Enterpriseプラン(2025年9月まで),true,モニター等の機器撤去作業,1,10000,10000
a01RB00001VeDePYAV,INVL-0000000146,a00RB000024Ux5jYAC,a04RB00000kVL7KYAW,001RB00001VcyFKYAZ,a0CRB0000CcXZ6b2QG,Rendery セキュリティオプション(SSO)_運用費用,true,バックエンド：テスト用PCセットアップ,1,30000,30000
a01RB00001VeDeQYAV,INVL-0000000147,a00RB000024Ux5jYAC,a04RB00000kVL7KYAW,001RB00001VcyFKYAZ,a0CRB0000CcXZ6U2QW,[OLD_年払]Rendery Enterpriseプラン(2025年9月まで),true,バックエンド：小型モニターにiPad画面を表示,1,10000,10000
a01RB00001VeDeRYAV,INVL-0000000148,a00RB000024Ux5jYAC,a04RB00000kVL7KYAW,001RB00001VcyFKYAZ,a0CRB0000CcXZ6b2QG,Rendery セキュリティオプション(SSO)_運用費用,true,フロントエンド：テスト用PCセットアップ,1,30000,30000
a01RB00001VeDeSYAV,INVL-0000000149,a00RB000024Ux5jYAC,a04RB00000kVL7KYAW,001RB00001VcyFKYAZ,a0CRB0000CcXZ6U2QW,[OLD_年払]Rendery Enterpriseプラン(2025年9月まで),true,フロントエンド：花挙動変更,1,10000,10000
a01RB00001VeDeTYAV,INVL-0000000150,a00RB000024Ux5jYAC,a04RB00000kVL7KYAW,001RB00001VcyFKYAZ,a0CRB0000CcXZ6x2QG,受託開発,false,フロントエンド：小型モニターにiPad画面を表示,1,20000,20000
a01RB00001VeDeUYAV,INVL-0000000151,a00RB000024Ux5jYAC,a04RB00000kVL7KYAW,001RB00001VcyFKYAZ,a0CRB0000CcXZ6x2QG,受託開発,false,当日待機費用,3,15000,5000
a01RB00001VeDeVYAV,INVL-0000000152,a00RB000024Ux5kYAC,a04RB00000kUAOnYAO,001RB00001VTqsxYAD,a0CRB0000CcXZ6Z2QW,[年払] Rendery Enterpriseプラン,false,Rendery Enterpriseプラン5アカウント_年間払い,5,840000,168000
a01RB00001VeDeWYAV,INVL-0000000153,a00RB000024Vf1xYAC,a04RB00000kUAOUYA4,001RB00001VTraTYAT,a0CRB0000CcXZ6x2QG,受託開発,false,画像生成AIサービス 運用費(PoC料金),2,140000,70000
a01RB00001VeDeXYAV,INVL-0000000154,a00RB000024Vf1yYAC,a04RB00000kVL7cYAG,001RB00001VTrvcYAD,a0CRB0000CcXZ6V2QW,Rendery Enterpriseプラン,true,[月額費用]Rendery Enterpriseプラン_11アカウント,13,195000,15000
a01RB00001VeDeYYAV,INVL-0000000155,a00RB000024Vf1yYAC,a04RB00000kVL7cYAG,001RB00001VTrvcYAD,a0CRB0000CcXZ6h2QG,Rendery セキュリティオプション+_運用費用,true,[月額費用]セキュリティオプション+_運用費用,1,100000,100000
a01RB00001VeDeZYAV,INVL-0000000156,a00RB000024Vf1zYAC,a04RB00000kVL7UYAW,001RB00001VTrxYYAT,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Proプラン_1アカウント(年間費用),12,96000,8000
a01RB00001VeDeaYAF,INVL-0000000157,a00RB000024Vf20YAC,a04RB00000kVL7PYAW,001RB00001VTCZLYA5,a0CRB0000CcXZ6x2QG,受託開発,false,事業開発検討,1,4000000,4000000
a01RB00001VeDebYAF,INVL-0000000158,a00RB000024Vf20YAC,a04RB00000kVL7PYAW,001RB00001VTCZLYA5,a0CRB0000CcXZ6x2QG,受託開発,false,3Dモデル自動生成システム開発PoC,1,2000000,2000000
a01RB00001VeDecYAF,INVL-0000000159,a00RB000024Vf21YAC,a04RB00000kUAOUYA4,001RB00001VTraTYAT,a0CRB0000CcXZ6x2QG,受託開発,false,保守・運用費,9,630000,70000
a01RB00001VeDefYAF,INVL-0000000162,a00RB000024Vf24YAC,a04RB00000kVL7hYAG,001RB00001VcyFPYAZ,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery(Pro用)・月額料金,6,48000,8000
a01RB00001VeDegYAF,INVL-0000000163,a00RB000024Vf25YAC,a04RB00000kVL7LYAW,001RB00001VTCZ9YAP,a0CRB0000CcXZ6x2QG,受託開発,false,パースディレクション,1,495000,495000
a01RB00001VeDehYAF,INVL-0000000164,a00RB000024Vf26YAC,a04RB00000kVL7iYAG,001RB00001VTqUVYA1,a0CRB0000CcXZ6T2QW,[OLD] Rendery Enterpriseプラン(2025年9月まで),true,Rendery　エンタープライズプラン,19,209000,11000
a01RB00001VeDeiYAF,INVL-0000000165,a00RB000024Vf27YAC,a04RB00000kUAOTYA4,001RB00001VTqbXYAT,a0CRB0000CcXZ6T2QW,[OLD] Rendery Enterpriseプラン(2025年9月まで),true,Rendery Enterpriseプラン_月額,12,132000,11000
a01RB00001VeDejYAF,INVL-0000000166,a00RB000024Vf28YAC,a04RB00000kUAQAYA4,001RB00001VTrGkYAL,a0CRB0000CcXZ6i2QG,knock knock AI Basicプラン(50クレジット),true,knock knock AI_Basicプラン(月額),1,11000,11000
a01RB00001VeDekYAF,INVL-0000000167,a00RB000024Vf29YAC,a04RB00000kUAOfYAO,001RB00001VTqxsYAD,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Pro_月額利用料,6,48000,8000
a01RB00001VeDelYAF,INVL-0000000168,a00RB000024Vf2AYAS,a04RB00000kVL7SYAW,001RB00001VTqxQYAT,a0CRB0000CcXZ6V2QW,Rendery Enterpriseプラン,true,Rendery Enterpriseプラン10アカウント_月額,10,150000,15000
a01RB00001VeDemYAF,INVL-0000000169,a00RB000024Vf2AYAS,a04RB00000kVL7SYAW,001RB00001VTqxQYAT,a0CRB0000CcXZ6h2QG,Rendery セキュリティオプション+_運用費用,true,セキュリティオプション+_運用費用_月額,1,100000,100000
a01RB00001VeDenYAF,INVL-0000000170,a00RB000024Vf2BYAS,a04RB00000kUAOgYAO,001RB00001VTqy1YAD,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Proプラン_２アカウント(月額費用),2,16000,8000
a01RB00001VeDeoYAF,INVL-0000000171,a00RB000024Vf2CYAS,a04RB00000kUAQ9YAO,001RB00001VTqatYAD,a0CRB0000CcXZ6j2QG,knock knock AI Proプラン(300クレジット),true,KnockKnockAI_Proプラン,1,55000,55000
a01RB00001VeDepYAF,INVL-0000000172,a00RB000024Vf2DYAS,a04RB00000kUAOpYAO,001RB00001VTqW8YAL,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Pro_3アカウント_月額費用,3,24000,8000
a01RB00001VeDeqYAF,INVL-0000000173,a00RB000024Vf2EYAS,a04RB00000kUAOhYAO,001RB00001VTr0hYAD,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Pro_月額費用,1,8000,8000
a01RB00001VeDerYAF,INVL-0000000174,a00RB000024Vf2FYAS,a04RB00000kUAQCYA4,001RB00001VTrkYYAT,a0CRB0000CcXZ6j2QG,knock knock AI Proプラン(300クレジット),true,KnockKnockAI_Proプラン(月額),1,55000,55000
a01RB00001VeDesYAF,INVL-0000000175,a00RB000024Vf2GYAS,a04RB00000kUAQBYA4,001RB00001VTtIiYAL,a0CRB0000CcXZ6i2QG,knock knock AI Basicプラン(50クレジット),true,knock knock AI_Basicプラン(月額),1,11000,11000
a01RB00001VeDetYAF,INVL-0000000176,a00RB000024Vf2HYAS,a04RB00000kUAOtYAO,001RB00001VTrkRYAT,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Pro_月額利用料,2,16000,8000
a01RB00001VeDeuYAF,INVL-0000000177,a00RB000024Vf2IYAS,a04RB00000kUAP0YAO,001RB00001VTrI5YAL,a0CRB0000CcXZ6V2QW,Rendery Enterpriseプラン,true,Rendery Enterpriseプラン5アカウント_月額,5,75000,15000
a01RB00001VeDevYAF,INVL-0000000178,a00RB000024Vf2JYAS,a04RB00000kUAOyYAO,001RB00001VTrlBYAT,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery Proプラン2アカウント_月額費用(月払い),2,16000,8000
a01RB00001VeDewYAF,INVL-0000000179,a00RB000024Vf2KYAS,a04RB00000kUAOzYAO,001RB00001VTqgHYAT,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Proプラン_3アカウント(月額費用),3,24000,8000
a01RB00001VeDexYAF,INVL-0000000180,a00RB000024Vf2LYAS,a04RB00000kUAP3YAO,001RB00001VTqeXYAT,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Pro_月額利用料,1,8000,8000
a01RB00001VeDeyYAF,INVL-0000000181,a00RB000024Vf2MYAS,a04RB00000kUAP5YAO,001RB00001VTrkbYAD,a0CRB0000CcXZ6V2QW,Rendery Enterpriseプラン,true,Rendery Enterpriseプラン_5アカウント_月払い,5,75000,15000
a01RB00001VeDezYAF,INVL-0000000182,a00RB000024Vf2NYAS,a04RB00000kUAP6YAO,001RB00001VTrlqYAD,a0CRB0000CcXZ6V2QW,Rendery Enterpriseプラン,true,Rendery Enterpriseプラン_5アカウント_月払い,5,75000,15000
a01RB00001VeDf0YAF,INVL-0000000183,a00RB000024Vf2OYAS,a04RB00000kUAP7YAO,001RB00001VTrqdYAD,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Proプラン_1アカウント(月額費用),1,8000,8000
a01RB00001VeDf1YAF,INVL-0000000184,a00RB000024Vf2PYAS,a04RB00000kUAP4YAO,001RB00001VTqnvYAD,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery Proプラン2アカウント_月額費用(月払い),2,16000,8000
a01RB00001VeDf2YAF,INVL-0000000185,a00RB000024Vf2QYAS,a04RB00000kVL7PYAW,001RB00001VTCZLYA5,a0CRB0000CcXZ6x2QG,受託開発,false,事業開発検討,1,4000000,4000000
a01RB00001VeDf3YAF,INVL-0000000186,a00RB000024Vf2QYAS,a04RB00000kVL7PYAW,001RB00001VTCZLYA5,a0CRB0000CcXZ6x2QG,受託開発,false,3Dモデル自動生成システム開発PoC,1,2000000,2000000
a01RB00001ZHzopYAD,INVL-0000000187,a00RB000027ffOkYAI,a04RB00000kUAPIYA4,001RB00001VTCZZYA5,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Proプラン_4アカウント(月額費用),4,32000,8000
a01RB00001ZIOTpYAP,INVL-0000000188,a00RB000027flsLYAQ,a04RB00000kUAPzYAO,001RB00001VTqfsYAD,a0CRB0000CcXZ6i2QG,knock knock AI Basicプラン(50クレジット),true,knock knock AI_Basicプラン(月額),1,11000,11000
a01RB00001ZIQfJYAX,INVL-0000000189,a00RB000027fzNRYAY,a04RB00000kUAOFYA4,001RB00001VTqbbYAD,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery(Pro用)・月額料金,1,8000,8000
a01RB00001ZIQfKYAX,INVL-0000000190,a00RB000027fzNSYAY,a04RB00000kUAO7YAO,001RB00001VTqU3YAL,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Proプラン(月額),1,8000,8000
a01RB00001ZIQfLYAX,INVL-0000000191,a00RB000027fzNTYAY,a04RB00000kUAO2YAO,001RB00001VTCYFYA5,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Proプラン(月額),2,16000,8000
a01RB00001ZIQfMYAX,INVL-0000000192,a00RB000027fzNUYAY,a04RB00000kUAO1YAO,001RB00001VTCYGYA5,a0CRB0000CcXZ6T2QW,[OLD] Rendery Enterpriseプラン(2025年9月まで),true,Rendery(エンタープライズプラン),5,55000,11000
a01RB00001ZIQfNYAX,INVL-0000000193,a00RB000027fzNVYAY,a04RB00000kUANwYAO,001RB00001VTqUoYAL,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Pro_月額利用料,1,8000,8000
a01RB00001ZIQfOYAX,INVL-0000000194,a00RB000027fzNWYAY,a04RB00000kUANmYAO,001RB00001VTqlOYAT,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Pro(月額),1,8000,8000
a01RB00001ZIQfPYAX,INVL-0000000195,a00RB000027fzNXYAY,a04RB00000kUANgYAO,001RB00001VTrs0YAD,a0CRB0000CcXZ6T2QW,[OLD] Rendery Enterpriseプラン(2025年9月まで),true,Rendery(エンタープライズプラン),1,11000,11000
a01RB00001ZIQfQYAX,INVL-0000000196,a00RB000027fzNYYAY,a04RB00000kUAO0YAO,001RB00001VTrmnYAD,a0CRB0000CcXZ6T2QW,[OLD] Rendery Enterpriseプラン(2025年9月まで),true,Rendery　エンタープライズプラン(月額),5,55000,11000
a01RB00001ZIQfRYAX,INVL-0000000197,a00RB000027fzNZYAY,a04RB00000kUAPjYAO,001RB00001VTqZWYA1,a0CRB0000CcXZ6i2QG,knock knock AI Basicプラン(50クレジット),true,knock knock AI Basicプラン(月額),1,11000,11000
a01RB00001ZIQfSYAX,INVL-0000000198,a00RB000027fzNaYAI,a04RB00000kUAQ2YAO,001RB00001VTqnbYAD,a0CRB0000CcXZ6i2QG,knock knock AI Basicプラン(50クレジット),true,knock knock AI_Basicプラン(月額),1,11000,11000
a01RB00001ZIQfTYAX,INVL-0000000199,a00RB000027fzNbYAI,a04RB00000kUAQ3YAO,001RB00001VTqnHYAT,a0CRB0000CcXZ6i2QG,knock knock AI Basicプラン(50クレジット),true,knock knock AI_Basicプラン(月額),1,11000,11000
a01RB00001ZIQfUYAX,INVL-0000000200,a00RB000027fzNcYAI,a04RB00000kUAORYA4,001RB00001VTqmBYAT,a0CRB0000CcXZ6T2QW,[OLD] Rendery Enterpriseプラン(2025年9月まで),true,Rendery Enterpriseプラン_月額,5,55000,11000
a01RB00001ZIQfVYAX,INVL-0000000201,a00RB000027fzNdYAI,a04RB00000kUAPAYA4,001RB00001VTrqeYAD,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Proプラン_1アカウント(月額費用),1,8000,8000
a01RB00001ZIQfWYAX,INVL-0000000202,a00RB000027fzNeYAI,a04RB00000kUAP1YAO,001RB00001VTrUSYA1,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery Proプラン5アカウント_月額,5,40000,8000
a01RB00001ZIQfXYAX,INVL-0000000203,a00RB000027fzNfYAI,a04RB00000kUAPEYA4,001RB00001VTqU8YAL,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Proプラン_1アカウント(月額費用),1,8000,8000
a01RB00001ZIQfYYAX,INVL-0000000204,a00RB000027fzNgYAI,a04RB00000kUAPBYA4,001RB00001VTrYEYA1,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Pro_月額利用料,1,8000,8000
a01RB00001ZIQfZYAX,INVL-0000000205,a00RB000027fzNhYAI,a04RB00000kUAP7YAO,001RB00001VTrqdYAD,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Proプラン_1アカウント(月額費用),1,8000,8000
a01RB00001ZIQfaYAH,INVL-0000000206,a00RB000027fzNiYAI,a04RB00000kUAPHYA4,001RB00001VTro2YAD,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Proプラン_1アカウント(月額費用),1,8000,8000
a01RB00001ZIQfbYAH,INVL-0000000207,a00RB000027fzNjYAI,a04RB00000kUAQ0YAO,001RB00001VTtIfYAL,a0CRB0000CcXZ6i2QG,knock knock AI Basicプラン(50クレジット),true,knock knock AI_Basicプラン(月額),1,11000,11000
a01RB00001ZIQfcYAH,INVL-0000000208,a00RB000027fzNkYAI,a04RB00000kUAPxYAO,001RB00001VTtIdYAL,a0CRB0000CcXZ6i2QG,knock knock AI Basicプラン(50クレジット),true,KnockKnockAI_Basicプラン(月額),1,11000,11000
a01RB00001ZIQfdYAH,INVL-0000000209,a00RB000027fzNlYAI,a04RB00000kUAPnYAO,001RB00001VTqaKYAT,a0CRB0000CcXZ6i2QG,knock knock AI Basicプラン(50クレジット),true,knock knock AI Basicプラン,1,11000,11000
a01RB00001ZIQfeYAH,INVL-0000000210,a00RB000027fzNmYAI,a04RB00000kUAPlYAO,001RB00001VTtIXYA1,a0CRB0000CcXZ6i2QG,knock knock AI Basicプラン(50クレジット),true,knock knock AI_Basicプラン,1,11000,11000
a01RB00001ZIQffYAH,INVL-0000000211,a00RB000027fzNnYAI,a04RB00000kUAPbYAO,001RB00001VTqaGYAT,a0CRB0000CcXZ6i2QG,knock knock AI Basicプラン(50クレジット),true,knock knock AI_Basicプラン(月額),3,33000,11000
a01RB00001ZIQfgYAH,INVL-0000000212,a00RB000027fzNoYAI,a04RB00000kUAPXYA4,001RB00001VTqZVYA1,a0CRB0000CcXZ6i2QG,knock knock AI Basicプラン(50クレジット),true,knock knock AI_Basicプラン,1,11000,11000
a01RB00001ZIQfhYAH,INVL-0000000213,a00RB000027fzNpYAI,a04RB00000kUAPVYA4,001RB00001VTqZpYAL,a0CRB0000CcXZ6i2QG,knock knock AI Basicプラン(50クレジット),true,knock knock AI_Basicプラン,1,11000,11000
a01RB00001ZIQfiYAH,INVL-0000000214,a00RB000027fzNqYAI,a04RB00000kUAQ6YAO,001RB00001VTqbqYAD,a0CRB0000CcXZ6j2QG,knock knock AI Proプラン(300クレジット),true,KnockKnockAI_Proプラン(月額),1,55000,55000
a01RB00001ZIQfjYAH,INVL-0000000215,a00RB000027fzNrYAI,a04RB00000kUANdYAO,001RB00001VTqlYYAT,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery（月額）,8,64000,8000
a01RB00001ZIQfkYAH,INVL-0000000216,a00RB000027fzNsYAI,a04RB00000kUANiYAO,001RB00001VTqlHYAT,a0CRB0000CcXZ6T2QW,[OLD] Rendery Enterpriseプラン(2025年9月まで),true,Rendery　エンタープライズプラン,50,550000,11000
a01RB00001ZIQflYAH,INVL-0000000217,a00RB000027fzNtYAI,a04RB00000kUAObYAO,001RB00001VTqleYAD,a0CRB0000CcXZ6R2QW,[代理販売20%] Rendery Proプラン,true,Rendery_Pro_月額利用料_注文番号：405342480,2,12800,6400
a01RB00001ZIQfmYAH,INVL-0000000218,a00RB000027fzNuYAI,a04RB00000kUAPFYA4,001RB00001VTqkQYAT,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery Proプラン_月額,1,8000,8000
a01RB00001ZIQfnYAH,INVL-0000000219,a00RB000027fzNvYAI,a04RB00000kUAPNYA4,001RB00001VTrxYYAT,a0CRB0000CcXZ6Q2QW,Rendery Proプラン,true,Rendery_Proプラン_1アカウント(年間費用),12,96000,8000
a01RB00001ZIQfoYAH,INVL-0000000220,a00RB000027fzNwYAI,a04RB00000kUAObYAO,001RB00001VTqleYAD,a0CRB0000CcXZ6S2QW,[年払_代理販売20%] Rendery Proプランネンバライ,false,Rendery_Pro_1アカウント年間利用料(アーキデザイン株式会社様),12,921600,76800
a01RB00001ZIQfpYAH,INVL-0000000221,a00RB000027fzNxYAI,a04RB00000kUAOnYAO,001RB00001VTqsxYAD,a0CRB0000CcXZ6V2QW,Rendery Enterpriseプラン,true,Rendery Enterpriseプラン_5アカウント_月払い,5,75000,15000
a01RB00001ZLxreYAD,INVL-0000000222,a00RB000027lnMpYAI,a04RB00000kVL7gYAG,001RB00001VcyFOYAZ,a0CRB0000CcXZ6x2QG,受託開発,false,AI北斎_ビジュアル作成費用,3,420000,140000
a01RB00001ZLxrfYAD,INVL-0000000223,a00RB000027lnMpYAI,a04RB00000kVL7gYAG,001RB00001VcyFOYAZ,a0CRB0000CcXZ6e2QG,Rendery セキュリティオプション(ドメイン制限)_初期費用,false,額装,3,150000,50000
a01RB00001ZLxrgYAD,INVL-0000000224,a00RB000027lnMpYAI,a04RB00000kVL7gYAG,001RB00001VcyFOYAZ,a0CRB0000CcXZ6x2QG,受託開発,false,北斎ディレクション費用,1,450000,450000
a01RB00001ZLxrhYAD,INVL-0000000225,a00RB000027lnMpYAI,a04RB00000kVL7gYAG,001RB00001VcyFOYAZ,a0CRB0000CcXZ6x2QG,受託開発,false,事務局運営費用,1,850000,850000
a01RB00001ZLxriYAD,INVL-0000000226,a00RB000027lnMqYAI,a04RB00000kUAOAYA4,001RB00001VTruAYAT,a0CRB0000Ck3ReH2QU,Rendery_Enterpriseプラン,false,Rendery_Enterpriseプラン,5,75000,15000
a01RB00001ZLxrjYAD,INVL-0000000227,a00RB000027lnMrYAI,a04RB00000kUAOAYA4,001RB00001VTruAYAT,a0CRB0000Ck3ReH2QU,Rendery_Enterpriseプラン,false,Rendery_Enterpriseプラン,5,75000,15000
a01RB00001ZLxrkYAD,INVL-0000000228,a00RB000027lnMsYAI,a04RB00000kUAOAYA4,001RB00001VTruAYAT,a0CRB0000Ck3ReH2QU,Rendery_Enterpriseプラン,false,Rendery_Enterpriseプラン,5,75000,15000
